ஊராட்சி,40459
இந்த,25054
கோயில்,22281
அமைந்துள்ள,16584
ஒரு,16155
ஆம்,14151
மக்கள்,12765
மற்றும்,12245
ஆகும்,12086
இக்கோயில்,11045
தொகை,11017
தொகுதிக்கும்,10356
ஆண்டு,10165
பேரும்,10103
என்னும்,9987
மாவட்டம்,9862
பட்டியல்,9846
உள்ள,9786
சேர்ந்தது,9300
நூற்றாண்டைச்,9238
சட்டமன்றத்,9080
இந்திய,8831
ஊராட்சியில்,8503
சிற்றூர்களின்,8471
என்பது,8017
இது,7946
என்ற,7648
பத்தொன்பதாம்,7539
இருந்து,7398
மக்களவைத்,7029
தமிழ்நாட்டில்,6921
ஊரில்,6795
மாவட்டத்தில்,6690
கோயிலாகும்,6637
இக்கோயிலில்,6621
அமைந்துள்ளது,6511
பெண்கள்,5742
கொண்டுள்ளது,5692
இவர்,5676
மொத்த,5615
உள்ளனர்,5608
தமிழ்நாட்டின்,5449
ஆண்கள்,5407
கணக்கெடுப்பின்படி,5391
உள்ளது,5389
மொத்தம்,5364
பூசை,5253
இவற்றில்,5226
நடக்கின்றது,5197
ஒருகாலப்,5191
இவர்களில்,5125
மன்ற,5095
தொகுதிகளைக்,5069
மன்றத்,5056
இல்,5049
உட்பட்டதாகும்,5047
உறுப்பினர்களைத்,5033
தேர்ந்தெடுக்கின்றனர்,5031
அல்லது,4997
வட்டாரத்தில்,4904
என்று,4742
முதல்,4345
மாதம்,4118
திரைப்படம்,3845
தொகுதி,3834
முக்கிய,3765
நடைபெறுகிறது,3542
அம்மன்,3397
என,3144
தமிழ்,2967
திருவிழாவாக,2850
தமிழ்நாடு,2825
ஆவார்,2783
பி,2736
பல,2725
மாரியம்மன்,2479
நூல்,2400
பெருமாள்,2380
வெளிவந்த,2316
வரை,2276
இரண்டு,2261
எஸ்,2228
உள்ளன,2210
இந்து,2198
சில,2197
இருக்கும்,2181
கொண்ட,2152
முறைப்படி,2147
மேலும்,2126
அவர்,2110
டி,2098
ஆண்டில்,2078
இதன்,2035
மூலம்,1965
எம்,1903
கே,1898
ம்,1885
ல்,1860
நாள்,1854
தஞ்சாவூர்,1850
பெயர்,1838
போன்ற,1831
என்றும்,1828
ஆர்,1782
திருக்கோயில்,1777
பின்னர்,1748
கொண்டு,1744
வேண்டும்,1742
ஒன்று,1678
அரசு,1672
மொழி,1638
கட்டுப்பாட்டில்,1632
இந்தியா,1625
சென்னை,1607
வகைப்பாட்டில்,1606
நிர்வகிக்கப்படுகிறது,1600
தேசிய,1594
அதன்,1591
ஓர்,1586
அறநிலையத்துறையின்,1579
நிலையம்,1573
அன்று,1558
என்,1556
முதன்மைத்,1556
போது,1535
மூன்று,1522
தனது,1520
ஆனால்,1517
இந்தியாவின்,1510
கிராமக்,1482
எனும்,1434
வழக்கு,1420
எண்,1419
தமிழ்த்,1398
முறை,1397
இருப்பதால்,1392
ஆறு,1352
ஆகிய,1350
சி,1327
கல்வி,1306
பொருள்,1300
வட்டம்,1292
இரு,1289
வி,1288
நடைமுறை,1278
அய்யனார்,1270
இதில்,1257
அது,1237
பிறப்பு,1231
நிலுவையில்,1225
நிருவாகியால்,1220
அறிவியல்,1209
பகுப்பு,1204
காஞ்சிபுரம்,1202
இவை,1196
திரைப்படமாகும்,1188
அமெரிக்க,1184
தன்,1182
கி,1179
அவை,1173
இரண்டாம்,1171
வது,1165
பெரிய,1160
ஐக்கிய,1160
இவரது,1157
அந்த,1151
இதழ்,1143
திருவண்ணாமலை,1136
என்பவர்,1127
ஆடி,1109
தேர்தல்,1102
மாநில,1101
சிவன்,1096
மூன்றாம்,1061
வரும்,1053
பொதுவாக,1046
வரலாறு,1045
சேர்ந்த,1039
மிகவும்,1035
அவரது,1030
விழுப்புரம்,1029
பெற்றார்,1026
தர்மபுரி,1024
நெடுஞ்சாலை,1012
மதுரை,1008
கல்லூரி,1007
ஒவ்வொரு,992
புதிய,990
நான்கு,982
பிரிவு,974
செய்து,962
கிராமம்,959
மே,954
நியூ,947
சிறந்த,945
பாடல்,941
பல்கலைக்கழகம்,914
கிருஷ்ணகிரி,908
உண்டு,907
காலம்,901
சிவாகம,901
கிழக்கு,893
அமைப்பு,891
பின்,888
நெல்,885
நிலை,882
பற்றிய,878
பெற்ற,873
வகை,872
எனப்படும்,865
உலக,864
இத்திரைப்படத்தில்,864
இருந்தது,863
நிறுவனம்,863
தமிழக,862
தான்,860
இயக்கத்தில்,860
திருவள்ளூர்,859
திருவிழா,859
இந்தியாவில்,853
மட்டுமே,853
கோவில்,850
ஜி,846
திண்டுக்கல்,846
நகரம்,843
சுவாமி,840
பகுதியில்,839
காலத்தில்,835
மாநிலத்தில்,832
சேலம்,830
எனவே,829
பெண்,827
மு,820
ஆண்டின்,817
இருந்த,817
தி,817
அவர்கள்,809
தூத்துக்குடி,809
பகுதி,807
பல்வேறு,807
ஆசிரியர்,805
அதிக,804
மாநிலத்தின்,803
பிறந்தார்,795
தேர்தலில்,783
ஒரே,779
பின்வருமாறு,777
ஜான்,776
அடிப்படையில்,768
மேற்கு,764
கட்சி,761
வேலூர்,759
அளவு,758
தொகுதியில்,758
பற்றி,754
நவம்பர்,746
பாடல்கள்,745
எழுதிய,739
இல்லை,738
சட்டமன்ற,738
படி,737
துடுப்பாட்டக்காரர்,737
முறையில்,734
ஏப்ரல்,734
முடியும்,729
இன்,729
தொடருந்து,729
திருத்தந்தை,723
பள்ளி,722
நாகப்பட்டினம்,719
புதுக்கோட்டை,719
துடுப்பாட்டப்,718
நூல்கள்,709
உட்பட்டது,706
தொடர்,706
நாடுகளில்,704
கோயம்புத்தூர்,697
மிக,696
பழைய,694
பிற,692
கழகம்,692
அணி,691
பின்வரும்,690
நாமக்கல்,689
அக்டோபர்,688
திருநெல்வேலி,688
ஐந்து,687
பலரும்,682
இடம்,678
இசை,677
இதனை,676
அனைத்து,674
மணி,674
முன்னாள்,673
வடக்கு,670
திரைப்பட,668
மனித,664
நாடு,659
போர்,658
முதலில்,657
குறிக்கும்,656
பிறகு,654
ஆய்வு,650
அரசியல்,650
செய்யும்,650
தற்போது,649
வெற்றி,648
நாட்டின்,647
தொடர்ந்து,647
புனித,646
செயலாளர்,646
செப்டம்பர்,645
கரூர்,644
கொண்டது,642
ஒருவர்,639
விருது,639
சித்திரை,637
மார்ச்,636
காணப்படும்,635
ஈரோடு,635
கோட்டை,634
தலைவர்,632
தெற்கு,632
ஒன்றாகும்,630
உற்பத்தி,629
இருந்தார்,629
பேர்,624
எனக்,622
சொல்,618
சார்ந்த,617
அதாவது,617
மாவட்டத்தின்,617
இதனால்,615
குறிப்பிட்ட,614
திருப்பூர்,612
நூற்றாண்டில்,611
நிலையில்,605
மத்திய,604
எனவும்,603
மாசி,600
கடலூர்,599
சிறிய,597
பிரதேச,595
காரணமாக,595
நடைபெற்ற,593
பெரம்பலூர்,591
பெயரில்,590
திருமணம்,590
மேல்,589
காலப்,587
பிரதேசச்,584
அளவில்,583
முதலாம்,581
இதை,580
மற்ற,572
முருகன்,571
நோய்,570
தமிழில்,565
பதினெட்டாம்,565
பொது,564
ஆற்றல்,564
புரட்டாசி,564
உள்ளார்,563
மட்டும்,561
வேதியியல்,561
உடல்,557
மகன்,557
செய்ய,553
தந்தை,552
இந்தப்,551
என்பதை,550
திராவிட,550
கலந்து,548
ஆரணி,548
வேறு,547
முன்,547
திருவாரூர்,546
ஆக,544
தேர்ந்தெடுக்கப்பட்டார்,543
சட்டம்,542
பூசைகள்,542
ஏற்படும்,541
டிசம்பர்,538
நடந்த,537
நடிகர்,533
அதே,533
அமிலம்,533
நகர்,532
விநாயகர்,531
ஊர்,530
ஆட்சி,529
சிறப்பு,529
எந்த,529
பெரும்பாலும்,528
முதன்மை,528
தொகுதியிலும்,528
இணைந்து,527
பெரும்,525
நடக்கின்றன,523
வில்லியம்,522
சிற்றிதழ்,521
பட்டம்,518
இருக்கிறது,516
தொகுதிக்கு,514
வருகிறது,512
ஒன்றியம்,511
எழுத்தாளர்,510
பெற்றது,505
வட,505
வகையில்,505
கிராம,505
கன்னியாகுமரி,504
திருச்சிராப்பள்ளி,503
ஆராய்ச்சி,501
இவ்வாறு,500
நகரில்,498
காணப்படுகிறது,497
இந்தியத்,496
மலை,496
இதற்கு,494
விளையாட்டு,494
வந்த,494
தமிழர்,493
பொறியியல்,489
இரண்டாவது,489
தொகுதிகளில்,487
அழைக்கப்படுகிறது,483
நடித்திருந்தனர்,482
எடுத்துக்காட்டு,480
உரை,480
பயன்படுத்தப்படுகிறது,480
ஆகியோர்,479
ஆண்டுகள்,477
பிறந்த,477
கதை,477
பால்,475
காமிகாகம,475
விகிதம்,474
நூற்றாண்டு,473
உணவு,473
எல்,472
சமூக,470
தொழில்,470
கலை,468
தொகுதியாகும்,468
செல்லும்,467
கூடிய,466
எனப்,466
நாடுகளின்,466
அருகில்,464
தகவல்,461
அதில்,461
கா,458
உறுப்பினராக,457
நாடுகள்,456
பல்கலைக்கழகத்தில்,454
திரௌபதியம்மன்,454
திட்டம்,453
தேர்வுத்,453
அரசியல்வாதி,452
வகைகள்,451
கட்சியின்,451
தேனி,451
கால,450
விழா,450
குழு,448
மின்,446
பிடாரி,445
பயன்படுகிறது,441
ஜார்ஜ்,439
அமையும்,438
கருதப்படுகிறது,435
இடத்தில்,434
மருத்துவ,433
தென்,431
துணை,429
சூலை,429
மயிலாடுதுறை,429
எண்ணிக்கை,428
கோவை,428
அண்ணா,426
சார்பு,426
உறுப்பினர்,426
புலவர்,425
போல,425
தொலைக்காட்சி,425
பன்னாட்டு,425
மற்றொரு,425
துறை,424
தேர்வு,423
எனினும்,420
இந்தக்,420
போல்,420
சனவரி,419
மாவட்ட,419
அரசின்,418
சிறு,417
கடல்,416
வரதராஜப்பெருமாள்,416
வழி,414
அதற்கு,413
மையம்,412
வினை,412
இவரின்,412
அமைந்த,412
சிகிச்சை,411
குறைந்த,410
நடித்துள்ளனர்,410
உயர்,408
ராமநாதபுரம்,407
மார்கழி,407
விட,405
வாழ்க்கை,404
மாலை,404
சேர்ந்து,403
சேர்த்து,403
இவர்கள்,402
கட்டுரைகள்,402
மில்லியன்,401
வருவாய்,401
தமது,399
பெற்று,399
பிள்ளை,399
என்றால்,399
பண்டைய,397
மண்டலம்,397
இயேசு,397
குறிப்பாக,395
பாதுகாப்புச்,395
வளர்ச்சி,392
நாட்டு,391
மொழியில்,390
திறன்,390
இலக்கிய,390
ஆகியவை,388
முடிவுகள்,387
சோடியம்,387
சாதாரண,386
சென்று,386
ஏரி,385
இருந்தால்,384
தனி,383
தொகுப்பு,381
ஆவது,381
வெளியான,381
பணியாற்றினார்,381
பகுதிகளில்,379
இயக்கம்,378
செய்தார்,377
டேவிட்,377
மன்னர்,377
தன்மை,376
ஆகத்து,376
நான்,375
நிருவாக,375
பயன்படுத்தி,374
போட்டிகளிலும்,374
இருப்பினும்,373
அடிப்படை,372
இடையே,372
முனைவர்,372
நாம்,371
சுமார்,370
கான்,370
அஞ்சல்,369
சூன்,369
அவன்,369
நடிகை,368
ஜேம்ஸ்,367
வாழ்ந்த,366
இவருக்கு,366
தில்லி,366
கத்தோலிக்க,365
உட்பட்ட,365
தம்,365
பணி,365
சட்டப்படி,365
மூலக்கூற்று,364
அவருடைய,361
வயது,361
சாலை,361
மாற்றம்,360
கொண்டார்,360
ஏழு,360
ஆவர்,359
சர்வதேச,359
காளியம்மன்,359
அறநிலையப்,357
அலுவலரால்,357
வெப்ப,356
இந்தத்,356
ஜேர்சி,356
வழியாக,355
மதிப்பு,354
ஜனவரி,354
நூலில்,354
போட்டியிட்டு,354
பாதுகாப்பு,353
செர்சி,353
இயற்கை,352
வந்தது,352
குறித்து,351
வயதில்,349
தாய்,348
நாட்கள்,348
குழந்தை,348
நடித்த,348
அரசியல்வாதியும்,348
ஐரோப்பிய,347
மரம்,347
இருக்க,347
கோட்பாடு,347
குமார்,347
தேதி,346
ஆண்,344
அள்ளி,343
இருக்கலாம்,341
எச்,341
தவிர,339
வெள்ளை,339
வகையான,339
பயிற்சி,339
கல்லூரியில்,339
ஆகவும்,338
வந்து,338
பிப்ரவரி,338
நாட்டில்,337
நல்ல,336
தரும்,336
கடவுள்,336
காதல்,336
விதி,336
சனி,335
வாய்ப்பாடு,334
அதனால்,334
இயற்பியல்,334
வெளியிட்ட,334
சண்டை,333
எனில்,331
முன்னேற்றக்,331
எழுதி,331
அமெரிக்கா,330
மேற்பட்ட,330
சோதனை,330
விஜய்,329
மகா,329
மனைவி,328
ஒளி,328
தொடர்பு,327
தற்போதைய,327
எடுத்துக்காட்டாக,327
துடுப்பாட்ட,327
எழுத்து,326
வைத்து,326
வடிவம்,325
குறித்த,325
ஜூன்,325
அழைக்கப்படும்,324
உறுப்பினரும்,324
குழந்தைகள்,322
விருதுகள்,322
சொற்கள்,321
சேர்ந்தவர்,321
ஒன்றியத்தில்,321
குறிப்புகள்,321
கும்பகோணம்,321
அடுத்த,320
விளக்கம்,320
அதை,319
உலகின்,319
தலைவராக,319
பலர்,318
மக்களின்,318
